ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT002832,2021-07-01,90005159,A3521150704,Pakistan,Positive,positive,High,The product is performing well and we are considering another order.,3.2
TKT002833,2020-06-01,70013126,A3521150706,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,10.0
TKT002834,2021-04-01,90019202,A6119110202,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.8
TKT002835,2020-07-01,90019201,A2620150602,Sweden,Positive,positive,Medium,The product is performing well and we are considering another order.,5.1
TKT002836,2020-02-01,70021096,A1819150301,United Kingdom,Quality,neutral,Medium,We need clarification about the product quality and warranty.,7.2
TKT002837,2020-09-01,70004070,A2118150106,Japan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.6
TKT002838,2019-10-01,90019203,A0921150604,Sweden,Quality,neutral,Medium,We need clarification about the product quality and warranty.,11.3
TKT002839,2019-02-01,90001021,A1421150503,China,Positive,positive,Low,The product is performing well and we are considering another order.,4.6
TKT002840,2020-08-01,90021090,A4218110204,United Kingdom,Positive,positive,Low,The product is performing well and we are considering another order.,8.5
TKT002841,2020-05-01,90010044,A2419150404,Bangladesh,Product information,neutral,High,Please provide more information about the product and available variants.,16.6
TKT002842,2021-07-01,90002001,A3018150202,India,Positive,positive,Medium,The product is performing well and we are considering another order.,2.0
TKT002843,2019-08-01,90002002,A1118150201,India,Quality,neutral,Medium,We need clarification about the product quality and warranty.,8.8
TKT002844,2019-09-01,90002016,A0519150208,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.5
TKT002845,2020-11-01,90002009,A2218150201,India,Product information,neutral,High,Please provide more information about the product and available variants.,6.2
TKT002846,2020-04-01,90014140,A5519110301,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.0
TKT002847,2020-05-01,90013122,A3018150202,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,12.9
TKT002848,2019-04-01,90023025,A5721110505,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,4.5
TKT002849,2021-08-01,90015150,A0821150501,Norway,Product information,neutral,Low,Please provide more information about the product and available variants.,5.1
TKT002850,2020-01-01,70007199,A0219150201,South Korea,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,21.3
TKT002851,2018-12-01,90008167,A5721110501,Australia,Product information,neutral,Low,Please provide more information about the product and available variants.,5.6
TKT002852,2020-05-01,90002016,A2021150504,India,Quality,neutral,Medium,We need clarification about the product quality and warranty.,10.6
TKT002853,2018-09-01,90022073,A2918150101,USA,Positive,positive,Low,The product is performing well and we are considering another order.,0.9
TKT002854,2018-11-01,90017053,A3521150704,Portugal,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.7
TKT002855,2019-09-01,70015151,A5721110507,Norway,Positive,positive,Low,The product is performing well and we are considering another order.,11.0
TKT002856,2019-10-01,90018112,A5721110502,Spain,Positive,positive,Medium,The product is performing well and we are considering another order.,9.9
TKT002857,2020-05-01,70015151,A2520150504,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.3
TKT002858,2020-02-01,90016171,A6219160103,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.6
TKT002859,2019-05-01,90013120,A2821150801,Italy,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,4.8
TKT002860,2020-03-01,90023023,A3718150101,Canada,Product information,neutral,Medium,Please provide more information about the product and available variants.,9.0
TKT002861,2021-02-01,90008164,A4419110407,Australia,Product information,neutral,Low,Please provide more information about the product and available variants.,10.0
TKT002862,2020-09-01,90011188,A1919150403,France,Positive,positive,Medium,The product is performing well and we are considering another order.,7.9
TKT002863,2020-01-01,70007199,A3320150506,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.6
TKT002864,2021-04-01,90020103,A2319150305,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.3
TKT002865,2021-04-01,90023028,A3320150502,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.7
TKT002866,2020-01-01,90023030,A3818150201,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,4.2
TKT002867,2021-02-01,70005163,A3119150301,Pakistan,Product information,neutral,Low,Please provide more information about the product and available variants.,11.3
TKT002868,2020-02-01,90002007,A2918150101,India,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.7
TKT002869,2019-09-01,90012041,A5519110304,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.2
TKT002870,2019-05-01,70011193,A5419110204,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.7
TKT002871,2020-12-01,90010045,A4720110701,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,3.6
TKT002872,2019-03-01,90004066,A4020150401,Japan,Positive,positive,High,The product is performing well and we are considering another order.,8.7
TKT002873,2019-01-01,90008165,A0519150205,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,6.3
TKT002874,2021-03-01,70005163,A1420150502,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.7
TKT002875,2019-07-01,90013124,A3621150801,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,14.2
TKT002876,2019-11-01,90005162,A4419110407,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,2.3
TKT002877,2020-09-01,80007195,A1421150503,South Korea,Product information,neutral,Low,Please provide more information about the product and available variants.,4.3
TKT002878,2021-07-01,80001019,A6120110205,China,Quality,neutral,Medium,We need clarification about the product quality and warranty.,18.2
TKT002879,2019-06-01,90011188,A0418150103,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.2
TKT002880,2020-02-01,90013124,A4721110705,Italy,Positive,positive,Medium,The product is performing well and we are considering another order.,3.8
TKT002881,2019-12-01,70019204,A4218110202,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,11.0
TKT002882,2021-01-01,70010047,A2620150601,Bangladesh,Positive,positive,High,The product is performing well and we are considering another order.,21.0
TKT002883,2020-11-01,70006157,A5721110508,Philiphines,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.0
TKT002884,2019-05-01,70008169,A4620110606,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,3.2
TKT002885,2019-01-01,90012039,A5721110501,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,4.7
TKT002886,2021-02-01,70009134,A2118150104,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,0.9
TKT002887,2018-11-01,90022077,A6919160302,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.8
TKT002888,2018-09-01,90011188,A3621150805,France,Positive,positive,High,The product is performing well and we are considering another order.,3.8
TKT002889,2020-06-01,80007195,A4218110201,South Korea,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,10.5
TKT002890,2021-06-01,90015147,A1118150202,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.1
TKT002891,2019-03-01,90019200,A2219150206,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,0.7
TKT002892,2020-03-01,90003180,A5519110304,Indonesia,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.9
TKT002893,2019-03-01,90022077,A0418150107,USA,Positive,positive,Low,The product is performing well and we are considering another order.,4.7
TKT002894,2019-10-01,90018110,A3019150205,Spain,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.0
TKT002895,2020-09-01,90013123,A2219150205,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,14.1
TKT002896,2019-07-01,90013122,A4821110807,Italy,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.5
TKT002897,2021-02-01,90021092,A0220150203,United Kingdom,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.8
